REMESSA,TIPO,MATERIAL,QTD,VALOR,DT,HR,CLIENTE
1718983420,Nacional,0414703004TMK,1,1.17,20221216,101832,0015915700
1718983420,Nacional,04331750498GA,1,0.03,20221216,101832,0015915700
1718983420,Nacional,24370100818GA,1,0.03,20221216,101832,0015915700
1718983420,Nacional,F0004309018GA,1,0.03,20221216,101832,0015915700
1718983420,Nacional,04331720044N3,1,0.03,20221216,101832,0015915700
1718983420,Nacional,04331721558GA,1,0.03,20221216,101832,0015915700
1718983420,Nacional,04331719888GA,1,0.03,20221216,101832,0015915700
1718983420,Nacional,94300847588GA,1,0.03,20221216,101832,0015915700
1718983420,Nacional,04331713728GA,1,0.03,20221216,101832,0015915700
1718983420,Nacional,04331722038GA,1,0.03,20221216,101832,0015915700
1718983420,Nacional,04331711888GA,1,0.04,20221216,101832,0015915700
1718983420,Nacional,043317227075Y,1,0.03,20221216,101832,0015915700
1718983420,Nacional,24370100758GA,1,0.04,20221216,101832,0015915700
1718983420,Nacional,24185540778GA,1,0.03,20221216,101832,0015915700
1718983420,Nacional,04331712008GA,1,0.04,20221216,101832,0015915700
1718983420,Nacional,9441080180410,1,0.82,20221216,101832,0015915700
1718983420,Nacional,1465ZS0031000,1,0.23,20221216,101832,0015915700
1718983420,Nacional,F00BH40420000,3,0.27,20221216,101832,0015915700
1718983420,Nacional,0414799059CAG,2,5.33,20221216,101832,0015915700
1718983420,Nacional,09864355429B5,6,2.75,20221216,101832,0015915700
1718983420,Nacional,0986B0006435N,1,0.28,20221216,101832,0015915700
1718983420,Nacional,F000TE182B741,1,0.15,20221216,101832,0015915700
1718983420,Nacional,9390453031741,1,1.5,20221216,101832,0015915700
1718983420,Nacional,0280156357741,1,0.05,20221216,101832,0015915700
1718983420,Nacional,F000TE111R4T3,3,0.46,20221216,101832,0015915700
1718983420,Nacional,24184550958GA,1,0.15,20221216,101832,0015915700
1718983420,Nacional,24184550638GA,1,0.15,20221216,101832,0015915700
1718983420,Nacional,24184550558GA,1,0.15,20221216,101832,0015915700
1718983420,Nacional,24184500668GA,1,0.15,20221216,101832,0015915700
1718983420,Nacional,04331711188GA,1,0.03,20221216,101832,0015915700
1718983420,Nacional,04331719378GA,1,0.03,20221216,101832,0015915700
1718983420,Nacional,043317184875N,1,0.03,20221216,101832,0015915700
1718983420,Nacional,04331711808GA,1,0.03,20221216,101832,0015915700
1718983420,Nacional,04331719458GA,1,0.03,20221216,101832,0015915700
1718983420,Nacional,04331722138GA,1,0.03,20221216,101832,0015915700
1718983418,Nacional,F000TE185N741,1,0.14,20221216,101832,0015915700
1718983418,Nacional,0281006325001,2,0.13,20221216,101832,0015915700
1718983418,Nacional,1986SE3733879,3,0.33,20221216,101832,0015915700
1718983418,Nacional,24184551658GA,3,1,20221216,101832,0015915700
1718983418,Nacional,04331720044N3,1,0.03,20221216,101832,0015915700
1718983418,Nacional,9441080180410,3,2.46,20221216,101832,0015915700
1718983418,Nacional,02215034858SE,2,1.94,20221216,101832,0015915700
1718983418,Nacional,0986BB0281HT9,1,3.09,20221216,101832,0015915700
1718983418,Nacional,0986BB0285HT9,4,7.67,20221216,101832,0015915700
1718983418,Nacional,1986SE1561879,3,0.21,20221216,101832,0015915700
1718983418,Nacional,0432131749741,1,0.22,20221216,101832,0015915700
1718983418,Nacional,24370100688GA,1,0.04,20221216,101832,0015915700
1718983418,Nacional,0280156090741,15,0.74,20221216,101832,0015915700
1718983418,Nacional,9441080044770,3,0.18,20221216,101832,0015915700
1718983418,Nacional,0986221124825,4,1.13,20221216,101832,0015915700
1718983418,Nacional,1987BE2013879,1,0.71,20221216,101832,0015915700
1718983418,Nacional,168071237745Z,1,0.35,20221216,101832,0015915700
1718983418,Nacional,F00N2000073W1,1,0.55,20221216,101832,0015915700
1718983418,Nacional,0986BF024535N,6,5.88,20221216,101832,0015915700
1718983418,Nacional,0986BB0158HT9,1,1.65,20221216,101832,0015915700
1718983418,Nacional,F01M102390810,1,0.18,20221216,101832,0015915700
1718983418,Nacional,0986B000237RG,28,6.37,20221216,101832,0015915700
1718983418,Nacional,3397010131HSG,5,1.53,20221216,101832,0015915700
1718983418,Nacional,F000TE177S741,1,0.14,20221216,101832,0015915700
1718983418,Nacional,9231086226742,1,0.14,20221216,101832,0015915700
1718983418,Nacional,0986450731W43,1,0.48,20221216,101832,0015915700
1718983418,Nacional,0445120187741,2,1.03,20221216,101832,0015915700
1718983418,Nacional,94010873448GA,1,0.15,20221216,101832,0015915700
1718983418,Nacional,9461626030HRV,2,3.04,20221216,101832,0015915700
1718983418,Nacional,3397008849FT9,2,0.51,20221216,101832,0015915700
1718983418,Nacional,020413129374B,11,3.98,20221216,101832,0015915700
1718983418,Nacional,246030000580C,1,0.01,20221216,101832,0015915700
1718983418,Nacional,09864355439B5,1,0.45,20221216,101832,0015915700
1718983418,Nacional,1987AN0006879,10,6.68,20221216,101832,0015915700
1718983418,Nacional,0986610839000,1,0.53,20221216,101832,0015915700
1718983418,Nacional,F000TE0120FP2,1,0.44,20221216,101832,0015915700
1718983418,Nacional,0986BF0515HT8,1,0.09,20221216,101832,0015915700
1718983418,Nacional,F006B20021741,1,1.35,20221216,101832,0015915700
1718983418,Nacional,F03B075997GRB,1,1.76,20221216,101832,0015915700
1718983418,Nacional,1986SE1730879,6,0.42,20221216,101832,0015915700
1718983418,Nacional,2434619040742,4,0.03,20221216,101832,0015915700
1718983418,Nacional,1986SE1565879,3,0.27,20221216,101832,0015915700
1718983418,Nacional,F0004014228GA,3,1,20221216,101832,0015915700
1718983418,Nacional,0281006327000,2,0.13,20221216,101832,0015915700
1718983418,Nacional,24184551358GA,1,0.33,20221216,101832,0015915700
1718983418,Nacional,2410914009000,1,0.43,20221216,101832,0015915700
1718983418,Nacional,1465ZS0040000,1,0.24,20221216,101832,0015915700
1718983418,Nacional,92320813328H8,11,0.22,20221216,101832,0015915700
1718983418,Nacional,0258006190000,1,0.17,20221216,101832,0015915700
1718983418,Nacional,02047806984T3,5,0.04,20221216,101832,0015915700
1718983418,Nacional,0261S21219K1B,1,0.64,20221216,101832,0015915700
1718983418,Nacional,0986221071000,2,0.48,20221216,101832,0015915700
1718983418,Nacional,0986280433711,4,0.15,20221216,101832,0015915700
1718983418,Nacional,0280218130001,1,0.38,20221216,101832,0015915700
1718983418,Nacional,1465ZS0062000,1,0.23,20221216,101832,0015915700
1718983418,Nacional,1987302071KM1,1,0.04,20221216,101832,0015915700
1718983418,Nacional,3397016120HT9,1,0.28,20221216,101832,0015915700
1718983418,Nacional,09864355089B5,1,0.48,20221216,101832,0015915700
1718983418,Nacional,2420503017000,9,0.06,20221216,101832,0015915700
1718983418,Nacional,1461907875770,2,0.24,20221216,101832,0015915700
1718983418,Nacional,F00RJ04785000,1,0.1,20221216,101832,0015915700
1718983418,Nacional,02216034517ZB,1,0.55,20221216,101832,0015915700
1718983418,Nacional,F002C62510741,1,0.06,20221216,101832,0015915700
1718983418,Nacional,F00R0P1128390,1,0.3,20221216,101832,0015915700
1718983417,Nacional,0258010414000,2,0.31,20221216,101832,0015915700
1718983417,Nacional,0986AL1535HZT,1,0.05,20221216,101832,0015915700
1718983417,Nacional,3397006892KDA,35,5.59,20221216,101832,0015915700
1718983417,Nacional,02422356617A0,10,0.7,20221216,101832,0015915700
1718983417,Nacional,0986B00043W43,12,3.22,20221216,101832,0015915700
1718983417,Nacional,04331719668GA,1,0.04,20221216,101832,0015915700
1718983417,Nacional,04332715078GA,2,0.13,20221216,101832,0015915700
1718983417,Nacional,02422365637A0,1,0.05,20221216,101832,0015915700
1718983417,Nacional,F03B076265GRB,1,2.63,20221216,101832,0015915700
1718983417,Nacional,F00MA45251714,1,0.15,20221216,101832,0015915700
1718983417,Nacional,F00ZR20017825,1,0.1,20221216,101832,0015915700
1718983417,Nacional,F00099C084EWB,8,4.12,20221216,101832,0015915700
1718983417,Nacional,9295080002EWB,1,0.41,20221216,101832,0015915700
1718983417,Nacional,F000ZS02177ZB,1,0.99,20221216,101832,0015915700
1718983417,Nacional,0258986735760,1,0.14,20221216,101832,0015915700
1718983417,Nacional,F000TE124K741,1,0.15,20221216,101832,0015915700
1718983417,Nacional,0986BF0589HT8,1,0.09,20221216,101832,0015915700
1718983417,Nacional,933A081032879,1,1.3,20221216,101832,0015915700
1718983417,Nacional,0445110424EDK,1,0.51,20221216,101832,0015915700
1718983417,Nacional,09864523547RG,4,1.12,20221216,101832,0015915700
1718983417,Nacional,0242135563000,10,0.48,20221216,101832,0015915700
1718983417,Nacional,0242135524000,1,0.05,20221216,101832,0015915700
1718983417,Nacional,F00099C140EWB,2,0.48,20221216,101832,0015915700
1718983417,Nacional,0986BF0641HT8,1,0.11,20221216,101832,0015915700
1718983417,Nacional,0431114007741,3,0.8,20221216,101832,0015915700
1718983417,Nacional,1110010020390,1,0.24,20221216,101832,0015915700
1718983417,Nacional,0440020047810,1,0.48,20221216,101832,0015915700
1718983417,Nacional,24184555658GA,5,1.65,20221216,101832,0015915700
1718983417,Nacional,F00M131627851,2,6.42,20221216,101832,0015915700
1718983417,Nacional,0432191419741,1,0.37,20221216,101832,0015915700
1718983417,Nacional,0986BB0317HT9,3,4.38,20221216,101832,0015915700
1718983417,Nacional,F000KE0P30T4E,36,1.75,20221216,101832,0015915700
1718983417,Nacional,F000TE181J741,1,0.12,20221216,101832,0015915700
1718983417,Nacional,2004336078000,12,5.58,20221216,101832,0015915700
1718983417,Nacional,24185520398GA,1,0.03,20221216,101832,0015915700
1718983417,Nacional,0986AB86524X3,1,0.14,20221216,101832,0015915700
1718983417,Nacional,0280158821002,2,0.11,20221216,101832,0015915700
1718983417,Nacional,F002C81722741,3,0.02,20221216,101832,0015915700
1718983417,Nacional,3085014902742,1,0.12,20221216,101832,0015915700
1718983417,Nacional,F000461409770,1,0.07,20221216,101832,0015915700
1718983417,Nacional,3397011596HT9,10,1.18,20221216,101832,0015915700
1718983417,Nacional,0986AB84214X3,1,0.82,20221216,101832,0015915700
1718983417,Nacional,F000TE105Z741,1,0.16,20221216,101832,0015915700
1718983417,Nacional,0281002937000,1,0.06,20221216,101832,0015915700
1718983417,Nacional,3397118309FUP,5,2.13,20221216,101832,0015915700
1718983417,Nacional,3397011938HSG,10,2.43,20221216,101832,0015915700
1718983417,Nacional,F00M136244851,1,0.8,20221216,101832,0015915700
1718983417,Nacional,1987BE2023879,2,2.51,20221216,101832,0015915700
1718983417,Nacional,1986AE0010879,2,0.15,20221216,101832,0015915700
1718983417,Nacional,F00099C058EWB,2,0.57,20221216,101832,0015915700
1718983418,Nacional,0986B0165235N,1,0.1,20221216,101832,0015915700
1718983418,Nacional,14184250998GA,1,0.06,20221216,101832,0015915700
1718983418,Nacional,F000431703741,6,0.53,20221216,101832,0015915700
1718983418,Nacional,F03B075942GRB,3,6.66,20221216,101832,0015915700
1718983418,Nacional,3397013065C5F,5,1.25,20221216,101832,0015915700
1718983418,Nacional,2339305177742,5,3.59,20221216,101832,0015915700
1718983418,Nacional,3397006890KDA,10,1.53,20221216,101832,0015915700
1718983418,Nacional,F04203006142B,1,2.27,20221216,101832,0015915700
1718983418,Nacional,0986AH0700CP3,2,1.21,20221216,101832,0015915700
1718983418,Nacional,0986BF0573HT8,4,0.32,20221216,101832,0015915700
1718983418,Nacional,F00VC01023770,1,0.03,20221216,101832,0015915700
1718983418,Nacional,F03B076529GRB,1,1.92,20221216,101832,0015915700
1718983418,Nacional,1987BE2018879,1,2.25,20221216,101832,0015915700
1718983418,Nacional,9220081067742,3,2.21,20221216,101832,0015915700
1718983396,Nacional,1695600269810,1,396.96,20221216,094537,0017076500
1718983218,Nacional OES,0445110520C3R,180,95531.95,20221216,093201,0009988901
1718983387,Nacional OES,F008TE159AKPB,2,177.34,20221216,093201,0000168400
1718983388,Nacional OES,0414703004TMK,1,1594.48,20221216,093201,0000003600
1718983423,Nacional OES,0414703004TMK,26,41456.54,20221216,110050,0009988700
1718983857,Nacional OES,0684400450CT5,1,8661.08,20221216,120305,0018061001
1718983023,Nac. Clientes Indust,0401376015770,1,2095.99,20221216,100906,0016391300
1718983023,Nac. Clientes Indust,0401376021770,1,2207,20221216,100906,0016391300
1718983024,Nac. Clientes Indust,0401376015770,1,2131.71,20221216,100906,0016393700
1718983416,Nacional,0986AB86754X3,1,0.93,20221216,101832,0015915700
1718983416,Nacional,0986BF0559HT8,1,0.08,20221216,101832,0015915700
1718983416,Nacional,F000ZS02137ZB,1,0.7,20221216,101832,0015915700
1718983416,Nacional,0986AH0708CP3,7,2.05,20221216,101832,0015915700
1718983416,Nacional,04332710458GA,2,0.13,20221216,101832,0015915700
1718983416,Nacional,F00ZZ20003742,4,0.09,20221216,101832,0015915700
1718983416,Nacional,9421080220770,3,0.09,20221216,101832,0015915700
1718983416,Nacional,1986AE0007879,12,0.85,20221216,101832,0015915700
1718983416,Nacional,F002D13567770,175,1.27,20221216,101832,0015915700
1718983416,Nacional,0986B0101635N,6,7.34,20221216,101832,0015915700
1718983416,Nacional,0986B0102035N,6,7.13,20221216,101832,0015915700
1718983416,Nacional,0986BB0732HT9,12,20.11,20221216,101832,0015915700
1718983416,Nacional,1337210791000,24,7.23,20221216,101832,0015915700
1718983416,Nacional,F000KV14563V2,3,1.08,20221216,101832,0015915700
1718983416,Nacional,F000TE113W741,1,0.15,20221216,101832,0015915700
1718983416,Nacional,0580314579FP2,3,3.84,20221216,101832,0015915700
1718983416,Nacional,1468334847770,1,1.76,20221216,101832,0015915700
1718983416,Nacional,0986B0201735N,1,0.27,20221216,101832,0015915700
1718983416,Nacional,0986B0200135N,1,0.68,20221216,101832,0015915700
1718983416,Nacional,0986BF0587HT8,1,0.14,20221216,101832,0015915700
1718983416,Nacional,1695108378879,2,0.41,20221216,101832,0015915700
1718983416,Nacional,0986BF0024HT8,16,1.78,20221216,101832,0015915700
1718983416,Nacional,1695107398879,2,1.55,20221216,101832,0015915700
1718983416,Nacional,1425121056770,1,0.56,20221216,101832,0015915700
1718983417,Nacional,0986221046825,4,2.66,20221216,101832,0015915700
1718983417,Nacional,2417205022000,1,0.86,20221216,101832,0015915700
1718983417,Nacional,3397006896KDA,6,1.21,20221216,101832,0015915700
1718983417,Nacional,0986B0105435N,2,1.35,20221216,101832,0015915700
1718983417,Nacional,0986AB86724X3,1,1.56,20221216,101832,0015915700
1718983417,Nacional,F000461605770,1,1.59,20221216,101832,0015915700
1718983417,Nacional,0986BF0023HT8,1,0.12,20221216,101832,0015915700
1718983417,Nacional,3397006893KDA,11,1.45,20221216,101832,0015915700
1718983417,Nacional,3397006890KDA,10,1.53,20221216,101832,0015915700
1718983417,Nacional,1986SE1703741,1,0.2,20221216,101832,0015915700
1718983417,Nacional,F000TE113D741,1,0.14,20221216,101832,0015915700
1718983417,Nacional,F000TE110J741,1,0.14,20221216,101832,0015915700
1718983417,Nacional,3397006889KDA,5,0.76,20221216,101832,0015915700
1718983417,Nacional,F03B076529GRB,1,1.92,20221216,101832,0015915700
1718983417,Nacional,200A209436879,1,0.67,20221216,101832,0015915700
1718983417,Nacional,F00M144183714,1,0.14,20221216,101832,0015915700
1718983417,Nacional,0986BF0646HT8,1,0.23,20221216,101832,0015915700
1718983417,Nacional,0986450695HT8,1,0.17,20221216,101832,0015915700
1718983417,Nacional,0440020121810,2,0.92,20221216,101832,0015915700
1718983417,Nacional,0281006325001,2,0.13,20221216,101832,0015915700
1718983417,Nacional,F00MA45248714,1,0.15,20221216,101832,0015915700
1718983417,Nacional,F000ZS02067ZB,1,0.7,20221216,101832,0015915700
1718983417,Nacional,1987302202KM1,10,0.23,20221216,101832,0015915700
1718983417,Nacional,94182700408GA,2,0.04,20221216,101832,0015915700
1718983417,Nacional,0414703004TMK,5,5.81,20221216,101832,0015915700
1718983417,Nacional,02215034858SE,1,0.97,20221216,101832,0015915700
1718983417,Nacional,09864355089B5,2,0.94,20221216,101832,0015915700
1718983417,Nacional,1110010028390,1,0.11,20221216,101832,0015915700
1718983417,Nacional,F00RJ02703741,6,0.49,20221216,101832,0015915700
1718983417,Nacional,F00N201320390,1,0.03,20221216,101832,0015915700
1718983417,Nacional,098645070735N,1,0.63,20221216,101832,0015915700
0500108153,Nacional OES,058031403P4F4,15,2717.7,20221217,172000,0001283502
1718984902,Nacional OES,94616264133CA,14,3274.78,20221217,112053,0009311600
1718984464,Nac. Clientes Indust,0261230112009,10,1782.28,20221217,170032,0000113600
1718984466,Nacional OES,0684300109000,1,47233.91,20221217,170032,0002471500
1718984467,Nac. Clientes Indust,9130451229741,50,10081.19,20221217,170032,0001623200
1718984468,Nacional OES,0445120054TMK,8,5359.51,20221217,170032,0001912000
1718984468,Nacional OES,0986435699TMM,12,6833.41,20221217,170032,0001912000
1718984469,Nacional OES,0986435699TMM,12,6833.38,20221217,170032,0009719500
1718984469,Nacional OES,0986441040TMM,18,24395.63,20221217,170032,0009719500
1718984470,Nacional OES,0460424210770,1,3038.24,20221217,170032,0009088200
0500108152,Nacional OES,0263007231HCS,23,6440.07,20221217,171823,0001283502
1718985433,Nacional,0986BB0547HT9,30,38.17,20221219,085327,0015915700
1718985433,Nacional,0986BB0535HT9,18,13.76,20221219,085327,0015915700
1718985434,Nacional,0986BB0123HT9,1614,2277.77,20221219,085327,0015915700
1718985433,Nacional,0986BB0123HT9,114,160.88,20221219,085327,0015915700
1718985433,Nacional,0986BB0559HT9,574,973.68,20221219,085327,0015915700
1718985433,Nacional,0986BB0468HT9,48,104.79,20221219,085327,0015915700
1718985433,Nacional,0986BB0065HT9,90,272.17,20221219,085327,0015915700
1718985433,Nacional,0986BB0131HT9,642,1093.49,20221219,085327,0015915700
1718985433,Nacional,0986BB0852HT9,342,430.33,20221219,085327,0015915700
1718985433,Nacional,0986BB0985HT9,398,771.97,20221219,085327,0015915700
1718985434,Nacional,0986BB0559HT9,425,720.92,20221219,085327,0015915700
1718989302,Nacional,3013975911742,2,656.77,20221219,163316,0016491500
1718989302,Nacional,4534000647742,2,1765.81,20221219,163316,0016491500
1718989302,Nacional,4534000667742,2,1698.73,20221219,163316,0016491500
1718989302,Nacional,4534000690742,4,2783.3,20221219,163316,0016491500
1718989302,Nacional,3083698001742,5,104.08,20221219,163316,0016491500
1718989302,Nacional,3083975913742,1,605.55,20221219,163316,0016491500
1718989302,Nacional,4534000681742,4,1760.78,20221219,163316,0016491500
1718989302,Nacional,3084975932742,2,958.1,20221219,163316,0016491500
1718989302,Nacional,3084955626742,2,2794.37,20221219,163316,0016491500
1718989325,Nacional,0204853851741,2,437.26,20221219,163316,0009064212
1718989325,Nacional,0204853851741,2,437.26,20221219,163316,0009064212
1718989326,Nacional,0204853851741,1,247.26,20221219,163316,0009064203
1718989327,Nacional,0986AB84514X3,4,222.72,20221219,163316,0008084906
1718989327,Nacional,0204032833741,3,545.96,20221219,163316,0008084906
1718989327,Nacional,0204853851741,3,665.56,20221219,163316,0008084906
1718989327,Nacional,0204853851741,5,1109.27,20221219,163316,0008084906
1718989328,Nacional,0986BB0869HT9,6,304.51,20221219,163316,0000268500
1718989328,Nacional,0986BB0179HT9,6,237.07,20221219,163316,0000268500
1718989328,Nacional,0986BB0583HT9,6,206.74,20221219,163316,0000268500
1718989328,Nacional,0986BB0732HT9,6,217.05,20221219,163316,0000268500
1718989328,Nacional,0986BB0980HT9,6,210,20221219,163316,0000268500
1718989329,Nacional,0204853851741,3,636.21,20221219,163316,0000268500
1718989329,Nacional,0204853851741,1,212.07,20221219,163316,0000268500
1718989326,Nacional,0204853851741,1,247.27,20221219,163316,0009064203
1718989326,Nacional,0204853851741,6,1483.62,20221219,163316,0009064203
1718989326,Nacional,0204853851741,4,874.53,20221219,163316,0009064203
1718989327,Nacional,0204855109741,1,185.27,20221219,163316,0008084906
1718989329,Nacional,0204853851741,1,212.07,20221219,163316,0000268500
1718989329,Nacional,0204853851741,3,636.21,20221219,163316,0000268500
1718989329,Nacional,0204032354741,2,774.63,20221219,163316,0000268500
1718989338,Nacional,0986BB0987HT9,6,270.51,20221219,163316,0000268502
1718989338,Nacional,0986BB0125HT9,6,299.87,20221219,163316,0000268502
1718989338,Nacional,0986BB0980HT9,6,210,20221219,163316,0000268502
1718989339,Nacional,0204853851741,2,424.15,20221219,163316,0000268502
1718989339,Nacional,0204853851741,2,424.15,20221219,163316,0000268502
1718989339,Nacional,0204853851741,1,212.07,20221219,163316,0000268502
1718989329,Nacional,0204853851741,2,424.15,20221219,163316,0000268500
1718989341,Nacional,0204853851741,2,424.15,20221219,163316,0000268504
1718989341,Nacional,0204853851741,3,636.21,20221219,163316,0000268504
1718989342,Nacional,0204853851741,5,1060.36,20221219,163316,0000493900
1718989342,Nacional,0986BB0290HT9,6,205.2,20221219,163316,0000493900
1718989342,Nacional,0986BB0290HT9,18,615.61,20221219,163316,0000493900
1718989343,Nacional,0204853851741,1,203.34,20221219,163316,0004139006
1718989343,Nacional,0204853851741,3,609.98,20221219,163316,0004139006
1718989349,Nacional,0204853851741,3,655.89,20221219,163316,0008084902
1718989349,Nacional,0986AB85724X3,5,709.14,20221219,163316,0008084902
1718989351,Nacional,0204853851741,1,203.32,20221219,163316,0004139003
1718989351,Nacional,0204853851741,2,406.65,20221219,163316,0004139003
1718989356,Nacional,0204853851741,4,874.53,20221219,163316,0008084904
1718989356,Nacional,0204853851741,1,225.75,20221219,163316,0008084904
1718989357,Nacional,0204032833741,2,358.69,20221219,163316,0008084903
1718989357,Nacional,0204853851741,2,437.26,20221219,163316,0008084903
1718989359,Nacional,0986BB0129HT9,18,1196.28,20221219,163316,0000058017
1718989359,Nacional,0986BB0980HT9,6,210,20221219,163316,0000058017
1718989359,Nacional,0986BB0785HT9,6,325.07,20221219,163316,0000058017
1718989359,Nacional,0986BB0980HT9,6,210,20221219,163316,0000058017
1718989359,Nacional,0986BB0998HT9,6,249.51,20221219,163316,0000058017
1718989359,Nacional,0986BB0785HT9,6,325.07,20221219,163316,0000058017
1718989359,Nacional,0986BB0290HT9,12,410.4,20221219,163316,0000058017
1718989359,Nacional,0986BB0785HT9,12,650.15,20221219,163316,0000058017
1718989359,Nacional,0986BB0290HT9,24,820.82,20221219,163316,0000058017
1718989360,Nacional,0204032354741,2,774.62,20221219,163316,0000058004
1718989361,Nacional,0204032354741,1,387.31,20221219,163316,0000058012
1718989361,Nacional,0204853851741,2,424.15,20221219,163316,0000058012
1718989363,Nacional,0986BB0375HT9,1,47.11,20221219,163316,0000058011
1718989363,Nacional,0986BB0129HT9,6,398.77,20221219,163316,0000058011
1718989363,Nacional,0986BB0980HT9,6,209.98,20221219,163316,0000058011
1718989368,Nacional,0986BB0777HT9,6,245.06,20221219,163316,0000058009
1718989368,Nacional,0986BB0327HT9,6,425.8,20221219,163316,0000058009
1718989368,Nacional,0986BB0290HT9,6,205.21,20221219,163316,0000058009
1718989383,Nacional,0986BB0777HT9,6,242.11,20221219,163316,0001774301
1718989383,Nacional,0986BB0301HT9,1,57.17,20221219,163316,0001774301
1718989383,Nacional,0986BB0786HT9,6,182.89,20221219,163316,0001774301
1718989383,Nacional,0986BB0327HT9,6,420.68,20221219,163316,0001774301
1718989383,Nacional,0204853851741,2,419.07,20221219,163316,0001774301
1718989384,Nacional,0986BB0122HT9,10,585.59,20221219,163316,0001774315
1718989384,Nacional,0986BB0211HT9,6,212.39,20221219,163316,0001774315
1718989384,Nacional,0986BB0777HT9,6,242.14,20221219,163316,0001774315
1718989384,Nacional,0986BB0136HT9,6,277.93,20221219,163316,0001774315
1718989384,Nacional,0986BB0715HT9,6,237.85,20221219,163316,0001774315
1718989384,Nacional,0986BB0327HT9,6,420.71,20221219,163316,0001774315
1718989384,Nacional,0986BB0980HT9,12,414.91,20221219,163316,0001774315
1718989384,Nacional,0204853851741,3,628.57,20221219,163316,0001774315
1718989385,Nacional,0986BB0980HT9,24,829.92,20221219,163316,0001774300
1718989385,Nacional,0986BB0375HT9,18,837.75,20221219,163316,0001774300
1718989385,Nacional,0986BB0715HT9,60,2378.63,20221219,163316,0001774300
1718989385,Nacional,0986BB0777HT9,6,242.11,20221219,163316,0001774300
1718989385,Nacional,0986BB0317HT9,6,220.09,20221219,163316,0001774300
1718989385,Nacional,0986BB0790HT9,12,311.74,20221219,163316,0001774300
1718989385,Nacional,F03B076483GRB,10,1197.07,20221219,163316,0001774300
1718989385,Nacional,0986BB0725HT9,12,344.31,20221219,163316,0001774300
1718989385,Nacional,0986BB0783HT9,3,239.07,20221219,163316,0001774300
1718989385,Nacional,0986BB0124HT9,12,811.29,20221219,163316,0001774300
1718989385,Nacional,0986BB0998HT9,6,246.52,20221219,163316,0001774300
1718989385,Nacional,0986BB0786HT9,12,365.73,20221219,163316,0001774300
1718989385,Nacional,F03B076489GRB,5,697.75,20221219,163316,0001774300
1718989385,Nacional,F03B076022GRB,10,943.13,20221219,163316,0001774300
1718989385,Nacional,F03B076211GRB,2,208.69,20221219,163316,0001774300
1718989385,Nacional,F03B076253GRB,1,214.36,20221219,163316,0001774300
1718989385,Nacional,0986BB0353HT9,12,408.37,20221219,163316,0001774300
1718989385,Nacional,0986BB0980HT9,60,2074.8,20221219,163316,0001774300
1718989385,Nacional,0986BB0715HT9,30,1189.3,20221219,163316,0001774300
1718989385,Nacional,0986BB0290HT9,24,810.96,20221219,163316,0001774300
1718989385,Nacional,0986BB0980HT9,240,8299.21,20221219,163316,0001774300
1718989385,Nacional,0986BB0128HT9,13,895.96,20221219,163316,0001774300
1718989387,Nacional,0986BB0980HT9,42,1409.39,20221219,163316,0004139000
1718989387,Nacional,0986BB0327HT9,6,408.23,20221219,163316,0004139000
1718989387,Nacional,0986BB0980HT9,54,1812.07,20221219,163316,0004139000
1718989388,Nacional,0204853851741,4,813.31,20221219,163316,0004139000
1718989388,Nacional,0204853851741,2,406.65,20221219,163316,0004139000
1718989391,Nacional,0986BB0980HT9,12,420,20221219,163316,0000058015
1718989391,Nacional,0986BB0980HT9,12,420,20221219,163316,0000058015
1718989393,Nacional,0986BB0715HT9,24,951.45,20221219,163316,0001774307
1718989393,Nacional,0986BB0590HT9,6,386.14,20221219,163316,0001774307
1718989393,Nacional,0986BB0783HT9,2,159.39,20221219,163316,0001774307
1718989393,Nacional,0986BB0777HT9,6,242.11,20221219,163316,0001774307
1718989393,Nacional,0986BB0375HT9,10,465.42,20221219,163316,0001774307
1718989393,Nacional,0986BB0124HT9,6,405.64,20221219,163316,0001774307
1718989393,Nacional,0986BB0998HT9,6,246.52,20221219,163316,0001774307
1718989393,Nacional,0986BB0301HT9,1,57.17,20221219,163316,0001774307
1718989263,Nacional OES,SP04814148BFR,1,5288.14,20221219,170027,0006154800
1718989265,Nacional OES,16967912200CC,1,860.99,20221219,170027,0017205606
1718989267,Nacional OES,0684400450CT5,1,8928.95,20221219,170027,0012662800
1718990415,Nacional,1687023641000,1,1081.17,20221219,170030,0017874500
1718990415,Nacional,1686621067810,2,68.3,20221219,170030,0017874500
1718990415,Nacional,1688005251810,1,983.95,20221219,170030,0017874500
1718990415,Nacional,1680210101000,50,78.7,20221219,170030,0017874500
1718990416,Nacional,1687419072000,1,1528.49,20221219,170030,0017874500
1718990416,Nacional,1680002020000,12,443.14,20221219,170030,0017874500
1718990416,Nacional,1680712295000,5,436.6,20221219,170030,0017874500
1718990416,Nacional,1687001974000,4,1647.93,20221219,170030,0017874500
1718990416,Nacional,1687419035000,1,2538.37,20221219,170030,0017874500
1718990416,Nacional,1687434028000,4,587.97,20221219,170030,0017874500
1718990416,Nacional,1680703078000,1,117.68,20221219,170030,0017874500
1718990416,Nacional,0580464087FP5,1,195.52,20221219,170030,0017874500
1718990416,Nacional,1683387112000,30,1926.82,20221219,170030,0017874500
1718990416,Nacional,1684465843390,1,180.1,20221219,170030,0017874500
1718990416,Nacional,1684736022000,3,464.34,20221219,170030,0017874500
