REMESSA,TIPO,MATERIAL,QTD,VALOR,DT,HR,CLIENTE
1718963115,Nacional,94300842478GA,132,3063.69,20221209,121131,0008899912
1718963115,Nacional,1466110617770,2,818.91,20221209,121131,0008899912
1718963115,Nacional,999408107135N,2,58.51,20221209,121131,0008899912
1718963115,Nacional,F0004309008GA,12,581.58,20221209,121131,0008899912
1718963115,Nacional,F0004010748GA,12,416.34,20221209,121131,0008899912
1718963115,Nacional,999408123235N,1,31.48,20221209,121131,0008899912
1718963115,Nacional,1461038319770,8,63.95,20221209,121131,0008899912
1718963115,Nacional,F0004013978GA,12,640.29,20221209,121131,0008899912
1718963115,Nacional,146036232080C,1,34.97,20221209,121131,0008899912
1718963115,Nacional,1461074338770,4,22.36,20221209,121131,0008899912
1718963115,Nacional,1466110685770,1,366.24,20221209,121131,0008899912
1718963115,Nacional,F000421064000,1,81.58,20221209,121131,0008899912
1718963115,Nacional,F002D20308770,35,1574.35,20221209,121131,0008899912
1718963115,Nacional,1417413047002,5,217.42,20221209,121131,0008899912
1718963115,Nacional,1424650056770,1,8.82,20221209,121131,0008899912
1718963115,Nacional,24184500668GA,1,96.7,20221209,121131,0008899912
1718963115,Nacional,94300842148GA,24,561.19,20221209,121131,0008899912
1718963115,Nacional,9441080020770,4,20.74,20221209,121131,0008899912
1718963115,Nacional,9441080044770,5,26.79,20221209,121131,0008899912
1718963115,Nacional,1423124108770,4,115.07,20221209,121131,0008899912
1718963115,Nacional,9431080035741,7,164.8,20221209,121131,0008899912
1718963115,Nacional,94300842478GA,48,1114.07,20221209,121131,0008899912
1718963115,Nacional,1463104464770,1,102.61,20221209,121131,0008899912
1718963115,Nacional,24185520398GA,1,51.58,20221209,121131,0008899912
1718963115,Nacional,1466111626770,2,568.24,20221209,121131,0008899912
1718963115,Nacional,04331713038GA,12,449.57,20221209,121131,0008899912
1718963115,Nacional,F0004010508GA,12,641.68,20221209,121131,0008899912
1718963115,Nacional,F0004309008GA,12,581.58,20221209,121131,0008899912
1718963115,Nacional,999408123535N,2,62.96,20221209,121131,0008899912
1718963115,Nacional,146036232080C,1,34.97,20221209,121131,0008899912
1718963115,Nacional,24370101208GA,12,1456.18,20221209,121131,0008899912
1718963115,Nacional,146513478580C,2,772.63,20221209,121131,0008899912
1718963115,Nacional,F002D13579770,5,89.24,20221209,121131,0008899912
1718963115,Nacional,F002D20308770,2,89.96,20221209,121131,0008899912
1718963115,Nacional,043420000141N,1,61.69,20221209,121131,0008899912
1718963115,Nacional,9441080044770,2,10.73,20221209,121131,0008899912
1718963115,Nacional,94300842478GA,12,278.51,20221209,121131,0008899912
1718963115,Nacional,04332701148GA,12,639.13,20221209,121131,0008899912
1718963115,Nacional,94300842148GA,48,1122.36,20221209,121131,0008899912
1718963115,Nacional,9441080044770,1,5.36,20221209,121131,0008899912
1718963115,Nacional,94010870908GA,7,361.02,20221209,121131,0008899912
1718963115,Nacional,94010870888GA,5,562.06,20221209,121131,0008899912
1718963115,Nacional,F0004309008GA,12,581.58,20221209,121131,0008899912
1718963115,Nacional,146036201880C,1,59.52,20221209,121131,0008899912
1718963115,Nacional,1463104692770,1,139.97,20221209,121131,0008899912
1718963115,Nacional,1468376028770,1,572.34,20221209,121131,0008899912
1718963115,Nacional,F000461605770,1,425.24,20221209,121131,0008899912
1718963115,Nacional,F002D13576770,2,49.03,20221209,121131,0008899912
1718963115,Nacional,F002D20308770,1,44.98,20221209,121131,0008899912
1718963116,Nacional,9431080032741,3,70.63,20221209,121131,0008899915
1718963116,Nacional,F002D20302770,1,44.98,20221209,121131,0008899915
1718963116,Nacional,1420560004001,5,71.09,20221209,121131,0008899915
1718963116,Nacional,146036202380C,3,304.65,20221209,121131,0008899915
1718963109,Nacional,1424650056770,14,123.55,20221209,121131,0008899917
1718963109,Nacional,9431080032741,25,588.61,20221209,121131,0008899917
1718963109,Nacional,04331714358GA,12,901.89,20221209,121131,0008899917
1718963109,Nacional,1410282003770,10,58.94,20221209,121131,0008899917
1718963109,Nacional,94110800388GA,1,78.3,20221209,121131,0008899917
1718963109,Nacional,94300842148GA,96,2244.73,20221209,121131,0008899917
1718963109,Nacional,2433314182741,2,40.71,20221209,121131,0008899917
1718963109,Nacional,9441080307410,1,396.94,20221209,121131,0008899917
1718963109,Nacional,94300842478GA,36,835.56,20221209,121131,0008899917
1718963109,Nacional,2430134023741,10,205.8,20221209,121131,0008899917
1718963109,Nacional,1460422324770,1,67.6,20221209,121131,0008899917
1718963109,Nacional,1464618934770,1,6.35,20221209,121131,0008899917
1718963109,Nacional,34185020228GA,3,66.42,20221209,121131,0008899917
1718963109,Nacional,04331714678GA,12,947.37,20221209,121131,0008899917
1718963109,Nacional,F000461409770,22,795.88,20221209,121131,0008899917
1718963109,Nacional,2467413025770,1,178.34,20221209,121131,0008899917
1718963109,Nacional,24185521518GA,12,229.84,20221209,121131,0008899917
1718963109,Nacional,24370100758GA,12,1456.18,20221209,121131,0008899917
1718963109,Nacional,04331753488GA,24,2129.97,20221209,121131,0008899917
1718963109,Nacional,1466110689770,1,351.87,20221209,121131,0008899917
1718963109,Nacional,04332718298GA,12,417.58,20221209,121131,0008899917
1718963109,Nacional,1414613013770,2,7.95,20221209,121131,0008899917
1718963109,Nacional,2414614005000,5,32.61,20221209,121131,0008899917
1718963109,Nacional,94300842148GA,12,280.59,20221209,121131,0008899917
1718963109,Nacional,9441080020770,9,46.67,20221209,121131,0008899917
1718963109,Nacional,9441080044770,1,5.36,20221209,121131,0008899917
1718963109,Nacional,14184250898GA,12,373.98,20221209,121131,0008899917
1718963109,Nacional,9431080032741,1,23.54,20221209,121131,0008899917
1718963109,Nacional,94300842478GA,12,278.51,20221209,121131,0008899917
1718963110,Nacional,24184551658GA,12,1468.3,20221209,121131,0008899917
1718963110,Nacional,146014033480C,2,379.37,20221209,121131,0008899917
1718963110,Nacional,94300847588GA,12,590.85,20221209,121131,0008899917
1718963110,Nacional,04331712068GA,12,1032.82,20221209,121131,0008899917
1718963110,Nacional,F000431059741,10,235.43,20221209,121131,0008899917
1718963110,Nacional,2463100002770,10,114.51,20221209,121131,0008899917
1718963110,Nacional,F000461409770,5,180.88,20221209,121131,0008899917
1718963110,Nacional,1461074338770,1,5.58,20221209,121131,0008899917
1718963110,Nacional,1466110689770,1,351.87,20221209,121131,0008899917
1718963110,Nacional,04331754388GA,12,827.84,20221209,121131,0008899917
1718963110,Nacional,F000431700741,10,272.39,20221209,121131,0008899917
1718963110,Nacional,146036231080C,1,73.15,20221209,121131,0008899917
1718963110,Nacional,1460422324770,1,67.6,20221209,121131,0008899917
1718963110,Nacional,34185020228GA,1,22.14,20221209,121131,0008899917
1718963110,Nacional,1414613013770,5,19.88,20221209,121131,0008899917
1718963110,Nacional,94300842148GA,12,280.59,20221209,121131,0008899917
1718963110,Nacional,2433314182741,1,20.35,20221209,121131,0008899917
1718963110,Nacional,04331713038GA,12,449.57,20221209,121131,0008899917
1718963110,Nacional,1460283311770,2,16.38,20221209,121131,0008899917
1718963110,Nacional,F0004014588GA,12,645.32,20221209,121131,0008899917
1718963110,Nacional,F000461409770,7,253.23,20221209,121131,0008899917
1718963110,Nacional,2430210082741,5,12.77,20221209,121131,0008899917
1718963110,Nacional,941103857841N,1,35.46,20221209,121131,0008899917
1718963110,Nacional,94300842458GA,12,281.01,20221209,121131,0008899917
1718963111,Nacional,F042002093CHF,1,886.53,20221209,121131,0000625502
1718963111,Nacional,F042002093CHF,2,1773.05,20221209,121131,0000625502
1718963111,Nacional,F00M136244851,1,63.55,20221209,121131,0000625502
1718963112,Nacional,933A081066879,4,253.24,20221209,121131,0008084906
1718963112,Nacional,933A081066879,2,126.64,20221209,121131,0008084906
1718963112,Nacional,933A081046879,5,299.12,20221209,121131,0008084906
1718963112,Nacional,933A081046879,5,299.12,20221209,121131,0008084906
1718963112,Nacional,933A081046879,2,119.62,20221209,121131,0008084906
1718963112,Nacional,0986BB0995HT9,6,282.81,20221209,121131,0008084906
1718963112,Nacional,0986BB0715HT9,6,249.98,20221209,121131,0008084906
1718963112,Nacional,0986BB0715HT9,6,249.98,20221209,121131,0008084906
1718963106,Nacional,0281006102741,1,157.24,20221209,121131,0008580001
1718963106,Nacional,3397016123HT9,15,442.51,20221209,121131,0008580001
1718963106,Nacional,0261500109825,3,1220.18,20221209,121131,0008580001
1718963106,Nacional,0280157512742,27,1275.53,20221209,121131,0008580001
1718963106,Nacional,0280157178742,27,1793.24,20221209,121131,0008580001
1718963106,Nacional,3397014477HT9,65,1719.06,20221209,121131,0008580001
1718963106,Nacional,0258986729760,3,360.4,20221209,121131,0008580001
1718963106,Nacional,028015710B742,8,739.24,20221209,121131,0008580001
1718963106,Nacional,0280157145742,5,398.63,20221209,121131,0008580001
1718963106,Nacional,0280157157742,11,722.3,20221209,121131,0008580001
1718963106,Nacional,0258030056746,1,119.61,20221209,121131,0008580001
1718963106,Nacional,0280157162742,13,526.13,20221209,121131,0008580001
1718963106,Nacional,F000TE10J2741,1,35.79,20221209,121131,0008580001
1718963106,Nacional,F000TE13A3FP2,1,158.16,20221209,121131,0008580001
1718963106,Nacional,F000TE13L835N,1,21.49,20221209,121131,0008580001
1718963106,Nacional,0258030402741,3,248.22,20221209,121131,0008580001
1718963106,Nacional,0280158356742,4,191.13,20221209,121131,0008580001
1718963106,Nacional,F000TE13S235N,15,259.65,20221209,121131,0008580001
1718963106,Nacional,F000TE13S335N,37,598.94,20221209,121131,0008580001
1718963106,Nacional,F000TE13S535N,4,82.19,20221209,121131,0008580001
1718963106,Nacional,F000TE198U741,12,483.93,20221209,121131,0008580001
1718963106,Nacional,F000TE13E7FP2,4,347.51,20221209,121131,0008580001
1718963106,Nacional,F000TE13Z8FP2,1,112.41,20221209,121131,0008580001
1718963106,Nacional,F000TE13Z6FP2,1,119.08,20221209,121131,0008580001
1718963106,Nacional,3397010410HSG,10,218.16,20221209,121131,0008580001
1718963106,Nacional,3397016124HT9,90,2655.12,20221209,121131,0008580001
1718963106,Nacional,0280158231760,2,202.72,20221209,121131,0008580001
1718963107,Nacional,0445120212741,5,2750.1,20221209,121131,0008580001
1718963107,Nacional,1466110683770,1,418.58,20221209,121131,0008580001
1718963107,Nacional,04331754058GA,15,1246.34,20221209,121131,0008580001
1718963107,Nacional,F00RJ01479001,5,947.93,20221209,121131,0008580001
1718963107,Nacional,0445110520825,4,3089.49,20221209,121131,0008580001
1718963107,Nacional,F00VC21001741,10,36.25,20221209,121131,0008580001
1718963107,Nacional,04331754898GA,12,1052.38,20221209,121131,0008580001
1718963107,Nacional,04331719478GA,29,5724.73,20221209,121131,0008580001
1718963107,Nacional,F00VC01380770,12,2071.05,20221209,121131,0008580001
1718963107,Nacional,0281006326000,2,508.03,20221209,121131,0008580001
1718963107,Nacional,F00RJ03064741,2,261.89,20221209,121131,0008580001
1718963107,Nacional,F002C62510741,10,1361.58,20221209,121131,0008580001
1718963107,Nacional,0445120416741,8,5359.92,20221209,121131,0008580001
1718963107,Nacional,F00ZB20003741,70,632.42,20221209,121131,0008580001
1718963107,Nacional,1465ZS0040000,5,1719.63,20221209,121131,0008580001
1718963107,Nacional,1465ZS0033000,1,296.82,20221209,121131,0008580001
1718963107,Nacional,94010835518GA,12,640.29,20221209,121131,0008580001
1718963107,Nacional,94300840038GA,12,789.45,20221209,121131,0008580001
1718963107,Nacional,94300842458GA,24,562,20221209,121131,0008580001
1718963107,Nacional,146610040180D,3,874.94,20221209,121131,0008580001
1718963107,Nacional,04331715758GA,12,1495.07,20221209,121131,0008580001
1718963107,Nacional,F00RJ02177741,40,170.4,20221209,121131,0008580001
1718963107,Nacional,F00VC99002000,20,174.33,20221209,121131,0008580001
1718963108,Nacional,F042010252CE1,1,127.24,20221209,121131,0000466204
1718963108,Nacional,F042010252CE1,1,127.24,20221209,121131,0000466204
1718963108,Nacional,F000BL0771B15,1,706.95,20221209,121131,0000466204
1718963108,Nacional,1986A01035FZC,1,1124.9,20221209,121131,0000466204
1718963108,Nacional,F000AL0137B15,2,1475.96,20221209,121131,0000466204
1718963108,Nacional,F00M13011280C,2,246.36,20221209,121131,0000466204
1718963108,Nacional,F00M130113742,1,215.24,20221209,121131,0000466204
1718963108,Nacional,1987AN02154S9,1,223.52,20221209,121131,0000466204
1718963108,Nacional,F042002135CHF,5,6376.93,20221209,121131,0000466204
1718963109,Nacional,1410281012770,10,146.72,20221209,121131,0008899917
1718963109,Nacional,1410282003770,10,58.94,20221209,121131,0008899917
1718963109,Nacional,1414613013770,20,79.54,20221209,121131,0008899917
1718963109,Nacional,1417413047002,3,130.46,20221209,121131,0008899917
1718963109,Nacional,1420328034770,5,135.76,20221209,121131,0008899917
1718963104,Nacional,2463100002770,15,171.76,20221209,121131,0008580001
1718963104,Nacional,1466110658770,4,1234.56,20221209,121131,0008580001
1718963104,Nacional,1464618934770,6,38.12,20221209,121131,0008580001
1718963104,Nacional,1463104498770,1,79.56,20221209,121131,0008580001
1718963104,Nacional,1467030309770,2,273.7,20221209,121131,0008580001
1718963104,Nacional,F0004309068GA,12,852.8,20221209,121131,0008580001
1718963104,Nacional,F00099T10335N,2,49.08,20221209,121131,0008580001
1718963104,Nacional,F000431060741,10,235.43,20221209,121131,0008580001
1718963104,Nacional,F000461409770,16,578.82,20221209,121131,0008580001
1718963104,Nacional,F00099T23335N,3,57.31,20221209,121131,0008580001
1718963104,Nacional,F00099T23635N,3,57.31,20221209,121131,0008580001
1718963104,Nacional,0250403052KM2,2,113.81,20221209,121131,0008580001
1718963104,Nacional,1466111630770,1,381.96,20221209,121131,0008580001
1718963104,Nacional,146610039180C,1,197.56,20221209,121131,0008580001
1718963104,Nacional,F002B105408GA,7,297.1,20221209,121131,0008580001
1718963104,Nacional,1461074338770,8,44.72,20221209,121131,0008580001
1718963104,Nacional,1466110689770,2,703.75,20221209,121131,0008580001
1718963104,Nacional,1463104684770,3,524.36,20221209,121131,0008580001
1718963104,Nacional,1463104690770,2,325.29,20221209,121131,0008580001
1718963104,Nacional,0440020095810,1,614.5,20221209,121131,0008580001
1718963104,Nacional,0281002500390,1,384.95,20221209,121131,0008580001
1718963104,Nacional,0281002908000,2,607.42,20221209,121131,0008580001
1718963104,Nacional,04331753488GA,24,2129.97,20221209,121131,0008580001
1718963104,Nacional,146513478580C,2,772.63,20221209,121131,0008580001
1718963104,Nacional,F00R0P0521410,1,58.44,20221209,121131,0008580001
1718963104,Nacional,F00N201974390,3,241.33,20221209,121131,0008580001
1718963104,Nacional,04331754268GA,4,281.15,20221209,121131,0008580001
1718963104,Nacional,0281002907000,2,682.18,20221209,121131,0008580001
1718963105,Nacional,0261210128746,18,1390.9,20221209,121131,0008580001
1718963105,Nacional,0261210150746,2,160.65,20221209,121131,0008580001
1718963105,Nacional,0258005658760,3,420.03,20221209,121131,0008580001
1718963105,Nacional,0258005660760,2,280.74,20221209,121131,0008580001
1718963105,Nacional,F000DR9608741,3,113.52,20221209,121131,0008580001
1718963105,Nacional,02801558227ZB,4,304.02,20221209,121131,0008580001
1718963105,Nacional,0280155835741,5,380.04,20221209,121131,0008580001
1718963105,Nacional,F000TE1042FP2,2,279.2,20221209,121131,0008580001
1718963105,Nacional,F000TE0120FP2,7,970.41,20221209,121131,0008580001
1718963105,Nacional,02810022143BZ,8,1021.01,20221209,121131,0008580001
1718963105,Nacional,0281002209001,4,337.54,20221209,121131,0008580001
1718963105,Nacional,0258006028000,3,463.2,20221209,121131,0008580001
1718963105,Nacional,0281002514002,2,312.09,20221209,121131,0008580001
1718963106,Nacional,F000TE131XFP2,1,140.01,20221209,121131,0008580001
1718963106,Nacional,F000TE145W741,7,305.97,20221209,121131,0008580001
1718963106,Nacional,0580464077FP5,1,288.85,20221209,121131,0008580001
1718963106,Nacional,F000TE111R741,14,659.8,20221209,121131,0008580001
1718963106,Nacional,F00HL00311760,3,205.82,20221209,121131,0008580001
1718963106,Nacional,F00099M102741,7,288.22,20221209,121131,0008580001
1718963106,Nacional,F000TE150M741,2,87.28,20221209,121131,0008580001
1718963106,Nacional,F000TE105Z741,4,178.63,20221209,121131,0008580001
1718963106,Nacional,F00099M500741,2,84.02,20221209,121131,0008580001
1718963106,Nacional,0261230217741,2,184.92,20221209,121131,0008580001
1718963106,Nacional,0280156296741,15,797.24,20221209,121131,0008580001
1718963106,Nacional,F00099S001741,3,157.27,20221209,121131,0008580001
1718963106,Nacional,F00099S002741,4,209.69,20221209,121131,0008580001
1718963106,Nacional,F00099S004741,2,104.85,20221209,121131,0008580001
1718963106,Nacional,F000TE185TFP2,16,1770.12,20221209,121131,0008580001
1718963106,Nacional,3397011593HT9,60,904.61,20221209,121131,0008580001
1718963106,Nacional,3397011594HT9,70,1171.3,20221209,121131,0008580001
